time,rr_interval,lf,hf,lf_hf_ratio,hr,mean_hr,max_hr,min_hr,rmssd,sdnn,breath_rate
261,1000,1697.7212047051894,367.6572661994893,4.617673471422738,60.643513789581206,70.06323267928573,83.44565560556418,58.815219862894246,33.714319528851746,63.34258143574561,12.5
262,989,1723.125152685564,362.598083396051,4.752162881135434,60.33367037411527,69.94976255201257,83.44565560552323,58.815219862894246,33.47420791279527,64.71019724110892,12.5
263,855,1748.6572341777978,358.87189185821677,4.872650307393419,65.42138967236089,69.95479720893736,83.44565560550296,58.815219862894246,33.89711270578292,64.65811115945677,12.5
264,877,1772.2913564674213,353.36866594692975,5.0154174018745366,69.29524495388986,70.06231555343508,83.44565560571745,58.815219862894246,33.72092755190446,63.60943035937166,12.5
265,866,1790.050072885514,346.249253347798,5.1698308532883885,68.84955798820775,70.01125527144934,83.4456556055283,58.815219862894246,33.53065293620992,63.904405308657324,12.5
265,840,1804.4225544318924,341.0003770321784,5.2915558925074695,70.35631804684922,69.99176481637609,83.44565560494735,58.815219862894246,33.53611356234973,64.65430225831007,12.0
266,800,1815.7513166423664,332.70201487764695,5.45759038252329,73.21428571428572,70.09469964970341,83.44565560548777,58.815219862894246,33.48002779125867,63.514206258549194,12.0
266,802,1822.0758835167549,323.7070209409926,5.628780859371273,74.9064837905237,70.21429706826049,83.4456556077575,58.815219862894246,33.35011821459404,62.93318436336601,12.0
268,826,1823.4532408294983,317.46049106312273,5.743874567581795,73.72609638132272,70.21593334975393,83.44565560543373,58.815219862894246,33.3121738004387,63.180930499049566,12.0
268,875,1817.9403838959115,308.5252684485663,5.892354921324627,70.60532687651332,70.23039479623256,83.44565560186699,58.815219862894246,33.472544185001134,63.21906648653218,11.5
270,901,1809.624955893354,300.2731550979668,6.02659586836175,67.58205168859996,70.34447428094562,83.445655630617,58.815219862894246,33.22224485962847,63.01176594343302,12.0
270,795,1794.2732489940518,292.45643944400416,6.1351811996521155,71.03218645948945,70.30138494310232,83.44565561332377,58.815219862894246,33.262302993552865,62.868610410412046,12.5
271,799,1777.0217276458286,285.4228937972369,6.22592569224043,75.28278272368763,70.29469884624962,83.44565557527864,58.815219862894246,33.20344318084037,63.10139313337624,12.0
272,748,1751.4477826198236,276.4525538310899,6.33543716036692,77.6538855387416,70.32332480604366,83.44565545076733,58.815219862894246,33.447223813332776,63.81048972242665,11.5
272,723,1721.0423424143373,268.4236525828619,6.411664269723976,81.60072780526772,70.5173858889719,83.44565585888775,58.815219862894246,33.05778624228852,63.70850332014985,12.0
273,764,1687.7560528257477,261.47320897718475,6.4547953475914825,80.76079164041624,70.55332827380806,83.44565560986511,58.815219862894246,33.09483450085986,64.22596002496151,11.5
274,724,1654.6320280068,254.71748029705913,6.495950046605042,80.70347979520407,70.65406422386178,83.44565580354939,58.815219862894246,33.07145535133139,64.95221185538182,12.0
275,755,1613.0976870324153,248.25772336158127,6.497673728695958,81.17156342614614,70.80247145563877,83.44565854279843,58.815219862894246,32.74621290967372,66.31152861755066,12.0
276,814,1578.4126653248281,243.5045191579879,6.48206723547804,76.5901361927852,70.79373284135026,83.44565870881353,58.815219862894246,32.869292291524424,66.2071839920697,12.0
277,851,1542.5246757247621,239.2120481968794,6.448356959241507,72.10768080333298,70.73543167091901,83.44565538851167,58.815219862894246,32.98634929105708,65.6031183400494,11.5
277,849,1505.5650038049325,234.95601759665416,6.407858880165034,70.58833299423253,70.73901111051991,83.44566446400404,58.815219862894246,33.03825803090067,65.77127554078149,11.5
278,840,1468.9121135815722,231.7485925005658,6.338386342424004,71.04997476022211,70.66477956555138,83.44565428174444,58.815219862894246,32.965261286225726,65.05442637662335,11.5
279,785,1431.7137177104662,229.05457593560487,6.250535322695192,73.93084622383986,70.58960013044224,83.44558344870298,58.815219862894246,32.890717730588264,64.6002272165447,12.0
280,773,1387.4960335717055,226.5509351661018,6.1244330444031325,77.02639233361623,70.61149541012273,83.4455303240008,58.815219862894246,33.029898685543834,64.77379071938712,11.5
281,789,1349.943120962351,225.94985867858128,5.974525183849198,76.83264551227502,70.731979409022,83.44584198988589,58.815219862894246,32.53175807785821,65.57718621046759,11.5
281,810,1314.7056215133155,225.80940065056745,5.822191714452928,75.05985072524996,70.78609015351269,84.15147265077138,58.815219862894246,32.38768231857381,66.4298581424316,11.5
282,809,1284.8667430966682,226.4451999899686,5.6740736529349585,74.1198553312274,70.74400320415194,84.98583569405099,58.815219862894246,32.42409973109992,65.93746836284423,11.5
283,792,1257.0213863014692,228.08236779621734,5.511260683791956,74.96160617297824,70.6696631430496,84.50704225352112,58.815219862894246,32.40947448367803,64.84523747914291,12.0
284,747,1229.7736578625613,230.5726139532435,5.333563413181151,78.039430449069,70.57503910811246,83.4427750155165,58.815219862894246,32.034449095163126,63.65457465759761,12.0
285,751,1205.7293315751965,233.64541315884526,5.160509317405149,80.10738025337034,70.52053764681907,83.4299712394728,58.815219862894246,31.547091039618188,63.99858571695192,12.0
285,779,1177.8871649559865,236.98661133244985,4.970268819547875,78.45764910799295,70.58761298835043,83.42657266693462,58.815219862894246,31.561038105197426,64.40866166831552,12.0
286,827,1159.6812467244663,243.81058732556482,4.756484365364833,74.78660670906334,70.6465807506277,83.42294782807052,58.815219862894246,31.67091391499321,64.47840644054855,12.0
287,828,1139.5045690232528,251.4673743612261,4.531421111457526,72.50757934213063,70.70032802883672,83.4166051179563,58.815219862894246,31.732271402398915,64.39304987896894,11.5
288,785,1127.7899599290076,258.8927220400042,4.356205732792833,74.44844456752516,70.85535544485202,83.64190808102809,58.815219862894246,30.971649759025397,65.00580134222359,12.0
288,796,1120.687779230506,267.3844157528449,4.191298045830789,75.90500272060942,70.87369940743604,83.7404047452896,58.815219862894246,30.91793011436908,65.2535024785092,12.0
289,805,1118.977793808511,276.460058075697,4.047520649446314,74.95552295639689,70.85017672589845,83.7404047452896,58.815219862894246,30.91955119536896,65.00315037657045,12.0
290,827,1121.681623731301,286.3736391135498,3.9168466315663357,73.54277602950123,70.85582724488147,84.56659619450318,58.815219862894246,30.849276698354128,65.32466710273175,12.0
291,767,1126.5934356745506,294.60472609753333,3.824084734138226,75.38912422809703,70.82489050930343,86.0832137733142,58.815219862894246,30.932540165547127,64.971651689973,12.5
292,799,1136.2230609909393,303.4473548354851,3.7443828159482426,76.66036261102127,70.73578885035269,84.26966292134831,58.815219862894246,30.892859781168266,63.57472572677337,12.5
294,880,1149.9420255772943,313.7694770612108,3.6649263540473735,71.63784275799296,70.6070814905002,82.75869219620091,58.815219862894246,30.98650259600484,61.87397582164611,12.0
294,908,1165.5548330010179,324.33710003944105,3.5936525080210697,67.1305566680016,70.53617113929077,82.75869219620091,58.815219862894246,31.136476067599144,61.40418803916229,12.0
295,875,1184.5993131926161,335.2001059411493,3.534006380656082,67.3253618628068,70.47029612326301,82.75869219620091,58.815219862894246,31.180445623342745,60.98825115501359,12.0
295,899,1206.9297100336607,345.98085774041806,3.488429151589635,67.65612585412363,70.351130741343,82.75869219620091,58.815219862894246,30.975428407240397,60.0817161790137,12.0
296,906,1231.9558774515972,356.5300250538165,3.455405690630514,66.48299434986629,70.23857739330997,82.75869219620091,58.815219862894246,30.55224346341606,59.919752586301904,12.0
297,824,1265.99764940793,371.22085292268,3.41036242829715,69.52034977174822,70.19538508694775,82.75869219620091,58.815219862894246,30.44949800599103,60.49578717567419,12.5
298,790,1301.4151096357564,381.0382701252245,3.415444619796481,74.38245053459507,70.23424517516295,82.75869219620091,58.815219862894246,30.6451175547577,60.68665784625869,12.0
299,798,1343.6078733995653,392.85560663166626,3.4201061426095563,75.56866850670981,70.33905554239158,82.75869219620091,58.81521986289424,30.532104680923098,59.769307306488955,12.0
300,877,1387.4623354007224,404.65290631622906,3.428771457572197,71.80151061805026,70.4336959514823,82.75869219620091,58.81521986289424,30.391040107106278,59.132868280256055,12.0
300,896,1425.95754621557,414.03834602022323,3.4440229025210156,67.6896685127871,70.44789089055966,82.75869219620091,58.815219862894246,30.44859569590851,59.133503880641335,12.0
301,816,1465.2449385290222,421.013139740963,3.480283155605415,70.24684873949579,70.44966927061395,82.75869219620091,58.81521986289424,30.540608227435083,59.13754265163268,12.5
302,834,1499.0808740087523,425.6735522303053,3.5216678747231485,72.73592890393567,70.45223831057149,82.75869219620091,58.81521986289424,30.58083196821011,59.13453526575685,12.0
303,843,1538.1932461611896,431.44064805177743,3.565248784756577,71.55841163368237,70.50576130395187,82.75869219620091,58.815219862894246,30.364472413705588,59.405766134259444,12.0
304,903,1566.6919605140101,432.77082552179746,3.620142274204896,68.80977997422589,70.51317269195765,82.75869219620091,58.81521986289427,30.370394914212127,59.85747241086275,12.0
304,862,1593.9724970982852,433.07367087756063,3.680603565366448,68.02537558486407,70.48657544750542,83.56545961002786,58.81521986289431,30.477219828046035,59.980148131428486,12.5
305,751,1618.62069320329,433.2741349135871,3.7357888753874278,74.74952190582704,70.39597736506285,82.75869219620091,58.81521986289425,30.659495389262723,58.691651431804125,12.5
306,733,1641.4324965329517,431.4303309772752,3.8046293426212796,80.87443208963765,70.29411377025221,82.75869219620091,58.81521986289377,30.051551321479792,58.64658866091798,12.5
307,725,1669.1171056654616,429.8429143839185,3.883086238743191,82.30700475137601,70.40177027410623,82.75869219620091,58.81521986289389,30.102393174164103,59.21258270767707,12.5
307,735,1684.664727941532,421.60914474328484,3.9957974084440546,82.19563687543983,70.50706045503566,82.75869219620091,58.815219862894175,30.126564772210635,59.91606625367694,12.5
308,719,1704.1022968347345,417.2014025832873,4.084603470369539,82.54094405495161,70.56816577791243,82.75869219620091,58.81521986289281,30.068583360115397,61.1139387799964,12.0
309,710,1712.9822769632717,405.9484633817011,4.219703808442812,83.97813865109993,70.69520571558324,83.3189738047746,58.81521986289287,30.079677684996746,61.97718671547824,12.0
309,709,1723.3864565724311,396.79323844403376,4.343285846629941,84.56663819305112,70.84883572610245,83.96751620944481,58.815219862897166,30.044511251293436,62.7538554190384,12.0
310,724,1727.2609432039358,385.02625996835826,4.486086074611855,83.74958115468834,70.96088563982325,83.96751620944481,58.8152198629001,30.075024735863302,63.69119061851139,12.0
311,732,1729.867088317348,373.7963952705178,4.627832451582196,82.42007064577484,71.02603425165707,83.96751620944481,58.815219862879964,29.927805676789824,64.86833766294455,12.0
311,716,1726.3491997348972,359.6746604382862,4.799752080480822,82.88304789815918,71.12116797392237,83.96751620944481,58.8152198628355,29.914844229474692,66.11542086289357,12.0
312,692,1719.250367871717,344.3709987487605,4.9924365702061175,85.25204249685149,71.30930106109122,84.93649459964558,58.81521986292443,29.857487362747957,66.1666181614053,12.0
313,666,1713.5265204524048,331.3745462073515,5.1709660264014286,88.39764620111441,71.43524450885981,87.43741945239778,58.81521986275328,29.952288815810718,67.79954953568114,11.5
314,651,1703.7688333406963,317.56986732573824,5.365020452627213,91.1279943538008,71.6918197783203,89.73941487528325,58.815219863505,29.8380747924977,68.28456322160211,11.5
314,641,1688.261852603531,304.3408797057288,5.5472726971017945,92.88482138363875,71.79821816647234,91.63085522038023,58.815219862457965,29.608358147347527,70.66330274997478,11.5
315,667,1676.0366551795425,292.2500076544167,5.7349413559689015,91.7793833192608,71.96573748389922,91.63085522038023,58.815219861518315,29.659545874909792,72.3054452082019,10.5
315,723,1656.5565601803528,279.9138818820573,5.918093625947243,86.47128717798776,72.16884894128721,91.63085522038023,58.8152198645252,29.5969432961019,72.36779285862649,11.0
316,670,1634.9971289251866,269.6699947104031,6.062955319448868,86.26989533659503,72.34344365052694,91.63085522038023,58.8152198682838,29.596336597984223,73.24914059591725,11.5
317,737,1616.4030298067933,262.2142004685871,6.16443742146008,85.48168249660787,72.4368089182574,91.63085522038023,58.815219861840475,29.67018618890772,74.1494091141557,11.0
317,781,1591.543990989363,255.4279297900637,6.230892574267244,79.11785502704149,72.54076033362166,91.63085522038023,58.815219866995136,29.823854962834158,74.31025874635567,11.0
319,827,1569.9529849299088,251.71128855815851,6.237117905688077,74.6879872175783,72.61738138298584,91.63085522038023,58.815219891909294,30.065323277156462,74.17854886127071,11.0
320,856,1543.7379495082748,249.18637629802,6.195113763611245,71.32242425612222,72.62048401610255,91.63085522038023,58.81521983864453,30.102304975777134,74.36456822215622,11.0
321,858,1519.2855150014082,249.13562567805042,6.098226662150397,70.01176393699758,72.60619354440016,91.63085522038023,58.815219560293194,30.028758413883963,75.0558727410735,11.0
321,845,1489.0586195601481,251.14030080927859,5.929190236540219,70.46799354491662,72.65644412967389,91.63085522038023,58.81521934723414,30.18346086350539,74.53158827459411,10.5
322,799,1457.7839418546391,255.98034754042953,5.694905706089006,73.04989224696551,72.86544015378375,91.63085522038023,58.81522204140031,29.34733688600453,72.61561768243727,11.0
323,728,1434.552964891448,262.0006913403309,5.475378547868058,78.75572487587507,72.86864576492326,91.63085522038023,58.815221354113,29.46467093437397,72.8025875270439,11.0
324,752,1408.011689909461,269.2787271904618,5.22882629682652,81.10240823006781,72.86735115592617,91.63085522038023,58.81521668055971,28.938906260439452,73.772743312884,11.0
325,778,1380.6334265187686,279.2914348751059,4.943343239781639,78.45402833233058,72.8920594684134,91.63085522038023,57.41626794258373,28.94167759796416,75.58211195895112,10.5
326,834,1349.6945381053647,291.8747113836253,4.624225688163147,74.53163433263671,73.07820740826584,91.63085522038023,58.81522844691882,28.31126579194037,72.02762392286002,11.0
327,880,1321.9247122233094,304.5478924622933,4.340613561747039,70.06213211249182,73.13684312180654,91.63085522038023,58.815238563792114,28.475705563204684,71.38232347797027,11.0
327,922,1298.045595532533,317.15910394495813,4.092726897594604,66.62887004535594,73.14693593737749,91.63085522038023,58.81523768406386,28.685057473246605,71.26078775677713,11.0
328,903,1275.9640500702676,330.978756403899,3.8551237062271966,65.7605523165731,73.14890067336684,91.63085522038023,58.815227127326914,28.709379229608782,71.23089857572873,10.5
329,894,1253.6674338052683,343.3307804520814,3.6514856959649804,66.77963834199201,73.16538078048761,91.63085522038023,58.81527991104955,28.662744867250147,71.041341817669,10.5
330,927,1236.5357342089535,356.232223616605,3.4711507051640993,65.91950652679134,73.2055246411519,91.63085522038023,58.81584294331939,28.57376306085836,71.05319508366239,10.5
331,910,1221.671957485467,366.53179430664306,3.3330586226399985,65.32949251395853,73.13630333061896,91.63085522038023,58.81556142583701,28.517357583156855,71.44269125123341,11.0
332,900,1209.2661015255712,377.39471042604004,3.2042476169325043,66.3003663003663,73.07236389125997,91.63085522038023,58.81446353340526,28.431686625446087,71.9221248812018,11.0
333,907,1198.8817344557633,386.1851693210222,3.1044219967421247,66.40940830576994,73.04087859835683,91.63085522038023,58.81316863603991,28.426197232836877,72.26783344206973,10.5
334,880,1191.2806552334891,394.46875176502436,3.0199620373050657,67.1669840633457,73.04419997927033,91.63085522038023,58.813619028656326,28.442668840301245,72.23228374322342,11.0
334,836,1184.9906891423993,398.7601772605594,2.971687637625104,69.97607655502392,73.06144777997743,91.63085522038023,58.81451983458416,28.538334815568643,72.07997629114219,11.0
335,801,1182.201303703969,404.28735782800396,2.924160948428452,73.33835098471408,73.14765988725958,91.63085522038023,58.85418263188548,28.65816994188315,71.76428368968976,11.0
336,821,1178.4918489468955,404.4520859800753,2.9137984196351803,73.993987418285,73.10923540645516,91.63085522038023,58.8235294117647,28.463758787639676,71.84589688469394,11.0
337,886,1176.8758459372402,403.3917708312042,2.9174512992970643,70.40084904441261,73.05830918009032,91.63085522038023,58.69764597982268,28.165645519809555,72.49712097185339,11.0
338,884,1176.3148708347653,402.2263061786953,2.9245100401567696,67.79669673043728,73.05493665590124,91.63085522038023,58.53658536585366,28.018535726339085,72.87788214789633,11.0
339,839,1177.503350088808,398.582162994183,2.9542299164701777,69.69350498061148,73.09688410574202,91.63085522038023,58.40837186663422,27.996884871616725,72.46090876166288,11.5
339,845,1178.3313669338797,390.85460020239486,3.014756296391826,71.25981197678273,73.12898122603409,91.63085522038023,57.443752991862134,27.904992940429583,72.79265982687889,11.5
340,814,1180.289786382602,381.5489326452271,3.0934165591810534,72.35799543491851,73.22343529552843,91.63085522038023,56.92599620493359,28.024347975245686,70.94171180157814,11.0
341,770,1181.4407581053897,368.11595320508934,3.2094255840283314,75.81607581607582,73.3936611563397,91.63085522038023,61.750452753080715,27.627529036405196,66.91493617857729,11.0
341,731,1185.4778794745223,356.5079369748398,3.325249613049109,80.0007106436655,73.51864163823471,91.63085522038023,61.7504527530821,27.736503116123778,65.76409424438108,11.0
342,695,1189.6690551210036,342.89309174620246,3.4695042966965204,84.20513930852582,73.71833670312185,91.63085522038023,61.75045275310638,27.582317742800328,64.45162592786559,11.0
